ID,KOR,ENG
RNDEVT36_FAIL1DESC,"잠시 쉬어가기 위해 연못으로 다가갔지만
동물들이 금방이라도 공격할 것처럼 경계해 아쉽지만 쉬지 못하고 길을 나섰다.",
RNDEVT37_FAIL1DESC,,
RNDEVT38_FAIL1DESC,,
RNDEVT39_FAIL1DESC,"금방 쫓을 수 있는 거리 같아 쫓아갔다.
금방이라도 잡을 수 있을 것 같아 뛰어갔지만, 너무 빠르게 도망가서 잡지 못했다.
잃어버린 물건은 아쉽지만 길을 나섰다.",
RNDEVT40_FAIL1DESC,"방심한 지금 화살을 쏴서 사냥하는 것이 좋을 것 같다.
쉬고 있는 동물을 향해 화살을 쐈고 아무리 지쳤어도 우리를 상대하는 데는 문제가 없는 듯이 우리를 쫓아왔다.
도망가는 도중에 다행히 우리를 포기하고 다시 돌아갔다.",
RNDEVT1_SEL2NAME,따라가지 않는다.,
RNDEVT2_SEL2NAME,잠시 쉬어간다.,
RNDEVT3_SEL2NAME,마시지 않는다.,
RNDEVT4_SEL2NAME,확인한다.,
RNDEVT5_SEL2NAME,먹는다,
RNDEVT6_SEL2NAME,큰 나무 뒤에 숨는다.,
RNDEVT7_SEL2NAME,조심히 지나가보자,
RNDEVT8_SEL2NAME,먹는다.,
RNDEVT9_SEL2NAME,열어본다.,
RNDEVT10_SEL2NAME,옆으로 피한다.,
RNDEVT11_SEL2NAME,돌을 던진다.,
RNDEVT12_SEL2NAME,먹는다.,
RNDEVT13_SEL2NAME,도구를 사용해서 연다.,
RNDEVT14_SEL2NAME,지나간다.,
RNDEVT15_SEL2NAME,지나간다.,
RNDEVT16_SEL2NAME,지나간다.,
RNDEVT17_SEL2NAME,그냥 먹는다.,
RNDEVT18_SEL2NAME,돌맹이를 던진다..,
RNDEVT19_SEL2NAME,그냥 먹는다.,
RNDEVT20_SEL2NAME,시간이 없다 뛰어간다.,
RNDEVT21_SEL2NAME,소리로 시선을 돌리고 지나간다.,
RNDEVT22_SEL2NAME,"함정을 해제하지 않고
물건을 챙겨간다.",
RNDEVT23_SEL2NAME,옆으로 피해본다.,
RNDEVT24_SEL2NAME,지나간다,
RNDEVT25_SEL2NAME,마신다.,
RNDEVT26_SEL2NAME,지나간다.,
RNDEVT27_SEL2NAME,도와주지 않는다.,
RNDEVT28_SEL2NAME,따라가지 않는다.,
RNDEVT29_SEL2NAME,찾지 않는다.,
RNDEVT30_SEL2NAME,오른 쪽 길,
RNDEVT31_SEL2NAME,주변 수풀을 뒤져본다.,
RNDEVT32_SEL2NAME,조용히 지나간다.,
RNDEVT33_SEL2NAME,마녀의 함정일지도 모른다 지나가자.,
RNDEVT34_SEL2NAME,포션을 만든다.,
RNDEVT35_SEL2NAME,지나간다.,
RNDEVT36_SEL2NAME,지나간다.,
RNDEVT37_SEL2NAME,나무 밑으로 간다.,
RNDEVT38_SEL2NAME,그냥 간다.,
RNDEVT39_SEL2NAME,그냥 간다.,
RNDEVT40_SEL2NAME,지쳐 보여도 큰 동물은 위험하니 그냥 지나간다.,
RNDEVT1_SUC2DESC,"뛰어간다고 해도 쪽지를 붙잡을 수 있는 것은 아니다.
괜히 시간 낭비하지 말고 빨리 숲에서 탈출하자.",
RNDEVT2_SUC2DESC,약초학자와 함께 목을 충분히 축이고 지나갔다.,
RNDEVT3_SUC2DESC,혹시 모르니 마시지 말고 지나가자.,
RNDEVT4_SUC2DESC,찢어져있는 가방이라서 내용물이 많이 없지만 다행히도 사용할 수 있는 물건을 찾아서 가방에 넣었다.,
RNDEVT5_SUC2DESC,"사냥이 끝나고 항상 먹던 과일이라고 약초학자에게 설명하고 같이 나눠 먹었다.
....
역시 내가 알고 있는 과일이 맞았기에 같이 맛있게 먹고 지나갔다.",
RNDEVT6_SUC2DESC,"가장 큰 나무 뒤에 숨었다.
얼마 지나지 않아 몬스터 무리가 도착했고 주변을 수색했다.
몬스터 중 한 마리가 나무 바로 앞까지 왔었지만 다행히 눈치채지 못하고 지나갔다.",
RNDEVT7_SUC2DESC,"랜턴 빛을 더 강하게 비출 여력이 없어 조심히 지나가야겠다.
....
길을 지나고 나서 보니 어두워서 제대로 못 봤었지만 가시나무들이 빼곡하게 자라있어서 잘못했다면 가방이 찢어져 물건을 잃어버렸을 것 같다.",
RNDEVT8_SUC2DESC,"새로운 음식을 먹어서 효능을 확인하는 것도 역시 모험이지 않을까?
먹어서 확인해 보자!
...
과일을 씹어먹자 새콤한 향기가 주위에 퍼진다.
다행히 독은 없어 몸에 이상이 없었고 과일을 먹었더니 힘이 조금 난다.",
RNDEVT9_SUC2DESC,"상자의 내용물이 정말 탐났기 때문에 약초 학자의 말을 무시하고 힘을 줘서 문을 열었다.
....
다행히 마녀의 함정은 아니었다.
안쪽에는 오일이 있어서 오일을 챙겨서 길을 나섰다.",
RNDEVT10_SUC2DESC,"랜턴 빛을 강하게 하면 랜턴에 무리가 갈 것 같아
몬스터가 돌진하는 타이밍에 옆으로 피하기로 했다.
...
다행히도 몬스터와 부딪치는 타이밍에 옆으로 피하는 데 성공했다!",
RNDEVT11_SUC2DESC,"굳이 활로 쏘지 않아도 충분히 돌을 던져서 맞출 수 있는 거리인 것 같아 돌을 던지기로 했다.
...
새가 빈틈을 보이는 순간 있는 힘껏 돌을 던졌다!
돌은 새의 머리를 맞췄고 쓰러진 새에게 다가가 정리하고 가방에 넣었다.",
RNDEVT12_SUC2DESC,"은은한 붉은빛이 마치 고기를 보는 듯한 느낌인데 먹으면 맛있지 않을까?
라는 생각과 함께 한입 크게 먹었다.
다행히도 독은 없었고 오히려 먹기 전보다 건강해진 느낌이다.",
RNDEVT13_SUC2DESC,"주위에 돌멩이를 사용해서 상자를 열어야겠다.
돌멩이로 상자의 이음새 부분을 타격했다. 그러자 상자가 열렸고 다행히도 오일도 멀정하게 있었다.
오일을 챙겨서 길을 나섰다.",
RNDEVT14_SUC2DESC,"지금은 쪽지보다 길을 나서는 게 더 중요한거 같다.
빨리 지나가자.",
RNDEVT15_SUC2DESC,"쪽지의 내용이 궁금했지만
오일을 이런 곳에 사용할 여유가 없다.
아쉽지만 길을 나섰다.",
RNDEVT16_SUC2DESC,"지금은 쪽지보다 길을 나서는 게 더 중요한거 같다.
아쉽지만 쪽지는 다음에 찾아야 할 거 같다.",
RNDEVT17_SUC2DESC,"랜턴 빛을 쬐어주면 체력을 회복할 수 있다고는 하지만 그렇다면 그냥 먹어도 충분히 회복할 수 있지 않을까?
...
빛을 쬐지 않고 약초를 먹었다. 몸에 힘이 조금 나는 것 같다.",
RNDEVT18_SUC2DESC,"돌멩이를 던져서 벌집을 떨어트리고 가져오면 되지 않을까?
....
돌멩이를 던져서 벌집을 맞춰 떨어트리는 데 성공했다!
다행히 벌들은 다른 곳에서 돌멩이가 날라왔다고 착각해 그쪽으로 이동했기 때문에 무사히 꿀을 나눠먹을 수 있었다.",
RNDEVT19_SUC2DESC,"약한 독이라면 충분히 견딜 수 있을 것 같다.
그냥 먹어보자
...
다행히도 약한 독이라서 피해는 없었다.
조금 시큼한 맛이었지만 몸이 조금 가벼워진 느낌이다.",
RNDEVT20_SUC2DESC,"나무에서 쉬어가도 되지만 빨리 집으로 돌아가기 위해서는 쉴 시간은 없기 때문에 지나갔다.
...
뛰어가다 보니 비가 금방 그쳐 별다른 피해 없이 지나갔다.",
RNDEVT21_SUC2DESC,"돌멩이를 나무에 던져 소리를 내서 동물들의 시선을 돌리고 빠르게 길을 지나가기로 했다.
...
다행히도 동물들은 소리가 울린 쪽으로 이동하여 길을 지나갈 수 있었다.",
RNDEVT22_SUC2DESC,"몬스터들이 설치한 함정은 너무 허술해서
함정이 걸리는 부분만 잘 피해서 지나간다면 해제하지 않고 재료를 챙겨서 지나갈 수 있을 것 같아
잘보고 지나가기로 했다.
...
역시 몬스터들이 만든 함정은 허술해 함정에 있던 물건을 챙겨 지나갔다.",
RNDEVT23_SUC2DESC,"작은 몬스터이기 때문에 피할 수 있을 것 같다.
...
풀 숲 옆을 지나가려 하자 몬스터가 공격했다.
몬스터가 공격하는 순간에 피하는 데 성공 했다.
반격 할려고 준비 했으나 작은 몬스터는 급하게 몸을 숨겨 공격하지는 못했다.",
RNDEVT24_SUC2DESC,"바위 사이에 있는 것이 쪽지라는 확신이 없는 상태에서 꺼내서 확인할 이유는 없다.
쪽지는 다음에 찾고 길을 나섰다.",
RNDEVT25_SUC2DESC,"조금 색이 이상하지만 충분히 마실 물인 것 같아 마시기로 했다.
...
역시 맛이 조금 이상하지만 충분히 마실 수 있는 물이었다.",
RNDEVT26_SUC2DESC,"길 위에 몬스터의 흔적은 언제 생겼는지 모르는 것이다.
조용히 지나간다면 몬스터들이 눈치채지 못하게 하고 지나갈 수 있을 것이다.
....
다행히도 숨을 고르며 조용히 지나가니 몬스터에게 발각되지 않았다.",
RNDEVT27_SUC2DESC,"작은 동물 친구가 불쌍하지만
숲을 빨리 지나가는 것이 중요하다.",
RNDEVT28_SUC2DESC,"아무리 우리가 도움을 준 동물이지만
야생 동물은 믿으면 안된다.
괜히 시간 낭비하지 말고 지나가자.",
RNDEVT29_SUC2DESC,"행운을 불러오는 풀에 흥미가 생기지만
이미 약초학자가 하나를 찾았으니 괜찮을 것 같다.
다음에 여유가 된다면 같이 찾아보기로 하고 길을 나섰다.",
RNDEVT30_SUC2DESC,"오른 쪽 길을 따라 것다보니 길 위에 상자가 있었다.
쉽게 열릴 것 같아 열어보니 상자의 안에는 여행에 필요한 물건이 있어
가방에 넣고 다시 길을 나섰다.",
RNDEVT31_SUC2DESC,"주변의 수풀을 뒤져보니 특이하게 생긴 열쇠를 찾았다.
쓸모가 있어 보여 특이한 열쇠를 챙겨 길을 나섰다.",
RNDEVT32_SUC2DESC,"몬스터의 상태를 보니 금방이라도 쓰러질 것 같아
굳이 싸울 필요 없이 조용히 지나갈 수 있을 것 같아 조용히 지나가기로 했다.",
RNDEVT33_SUC2DESC,"길 위에 상자가 덩그러니 놓여있는 건 우리를 붙잡기 위한 함정일 것이다. 
불안하니 연못에서 주웠던 열쇠도 버리고 가자.",
RNDEVT34_SUC2DESC,"오래된 약초을 재료로 썼지만 다행히도 포션의 상태가 좋아보여
가방에 챙겨 길을 나섰다.",
RNDEVT35_SUC2DESC,"길에 덩그러니 오두막이 있는 건 수상한 것 같다.
괜히 시간 낭비하지 말고 지나가자.",
RNDEVT36_SUC2DESC,"물을 마시며 쉬어가는 것도 좋지만
지금 다가간다면 동물들이 경계하며 공격할 수 있으니 다른 곳에서 쉬는 게 좋을 것 같아
길을 나섰다",
RNDEVT37_SUC2DESC,"나무 밑에서 비를 피하기로 했다.
나무 주변에는 작은 동물들이 비를 피하려고 모여있었다.
작은 동물들은 같이 비를 피하는 우리를 위해 나무 열매를 줘 열매를 먹으며 비를 피했다.
잠시 후 비가 그쳐 길을 나섰다.",
RNDEVT38_SUC2DESC,"약초학자의 말대로 독 벌레일 수 있지만 벌레한테 물려서 부어오른 것일 수 있다.
그냥 지나가기로 했고 다행히도 붓기가 금방 빠지는 걸 보니 독 벌레는 아니었던 거 같다.",
RNDEVT39_SUC2DESC,"물건을 도둑맞은 건 아쉽지만
아쉬운 마음을 뒤로하고 길을 나섰다.
",
RNDEVT40_SUC2DESC,"많이 지쳐 보여도 위험 할 수 있다.
지금은 쉬고 있어 우리 쪽에 신경을 안 쓰는 것 같으니 지금 길을 지나가면 될 것 같아
들키지 않게 조용히 길을 지나갔다.",
RNDEVT1_FAIL2DESC,,
RNDEVT2_FAIL2DESC,"샘 근처로 가까이 가니 주변에 몬스터들이 있었다. 
몬스터들 때문에 쉬지 못하는 건 아쉽지만 길을 나서야겠다.",
RNDEVT3_FAIL2DESC,,
RNDEVT4_FAIL2DESC,"역시 찢어진 가방에는 사용 가능한 물건은 없었다.
아쉽지만 길을 다시 나섰다.",
RNDEVT5_FAIL2DESC,"사냥이 끝나고 항상 먹던 과일이라고 약초학자에게 설명하고 같이 나눠 먹었다.
....
하지만, 내가 알고 있는 과일이 아니었다.
약초학자 말 듣고 지나갈껄….",
RNDEVT6_FAIL2DESC,"가장 큰 나무 뒤에 숨었다.
얼마 지나지 않아 몬스터 무리가 도착했고 주변을 수색했다.
....
몬스터 한마리가 우리의 위치를 알았다!",
RNDEVT7_FAIL2DESC,"랜턴 빛을 더 강하게 비출 여력이 없어 조심히 지나가야겠다.
....
길을 지나고 나서 보니 어두워서 제대로 못봤었지만 가시 나무들이 빼곡하게 자라있어서 가방이 조금 찢어져 물건을 잃어버린 것 같다.",
RNDEVT8_FAIL2DESC,"새로운 음식을 먹어서 효능을 확인하는 것도 역시 모험이지 않을까?
먹어서 확인해 보자!
...
과일을 씹어먹자 주변에 시큼한 향기가 퍼졌다...
아무래도 상한 과일을 먹어 속이 안 좋아진 거 같다..",
RNDEVT9_FAIL2DESC,"상자의 내용물이 정말 탐났기 때문에 약초 학자의 말을 무시하고 힘을 줘서 문을 열었다.
....
상자를 열었더니
마녀가 만든 약물이 터져 나왔다
약물을 뒤집어쓰니 힘이 빠지는 것 같다",
RNDEVT10_FAIL2DESC,"몬스터가 돌진하는 타이밍에
옆으로 피하기로 했다.
...
하지만, 너무 빠르게 돌진하고 있었기 때문에 피하지 못해 부딪쳤고
몬스터는 그대로 지나갔다.",
RNDEVT11_FAIL2DESC,"굳이 활로 쏘지 않아도 충분히 돌을 던져서 맞출 수 있는 거리인 것 같아 돌을 던지기로 했다.
...
새가 빈틈을 보이는 순간 돌을 던졌다!
아쉽지만 돌은 새를 못 맞추고 새를 놓쳤다.",
RNDEVT12_FAIL2DESC,"은은한 붉은빛이 마치 고기를 보는 듯한 느낌인데 먹으면 맛있지 않을까?
라는 생각과 함께 한입 크게 먹었다.
하지만, 입에 넣자마자 속이 아프기 시작했다. 역시 산에서 모르는 음식은 먹는 게 아닌 듯하다.",
RNDEVT13_FAIL2DESC,"주위에 돌멩이를 사용해서 상자를 열어야겠다. 돌멩이로 상자의 이음새 부분을 타격했다.
상자는 무사히 잘 열렸지만 돌멩이로 상자를 친 충격이 너무 커 상자 안에 있는 랜턴 오일이 들어있는 병이 깨져버렸다.",
RNDEVT14_FAIL2DESC,,
RNDEVT15_FAIL2DESC,,
RNDEVT16_FAIL2DESC,,
RNDEVT17_FAIL2DESC,"랜턴 빛을 쬐어주면 체력을 회복할 수 있다고는 하지만 그렇다면 그냥 먹어도 충분히 회복할 수 있지 않을까?
...
약초를 먹었지만 딱히 힘이 샘솟는 다거나 하는 느낌은 없다.",
RNDEVT18_FAIL2DESC,"돌멩이를 던져서 벌집을 떨어트리고 가져오면 되지 않을까?
....
돌멩이를 던져서 벌집을 맞춰 떨어트렸지만
벌들이 돌멩이를 던진 것을 봐버려 우리를 쫓아왔다.
우리는 벌꿀이 아쉬웠지만 빨리 도망쳤다.",
RNDEVT19_FAIL2DESC,"약한 독이라면 충분히 견딜 수 있을 것 같다.
그냥 먹어보자
...
약한 독이었지만 견디지 못했고 속이 점점 안 좋아진다.",
RNDEVT20_FAIL2DESC,"나무에서 쉬어가도 되지만 빨리 집으로 돌아가기 위해서는 쉴 시간은 없기 때문에 지나갔다.
...
비가 생각보다 길게 와서 옷이 축축하게 젖어
비를 머금은 옷 때문에 움직이는 것이 힘들다.",
RNDEVT21_FAIL2DESC,"돌멩이를 나무에 던져 소리를 내서 동물들의 시선을 돌리고 빠르게 길을 지나가기로 했다.
...
동물들의 시선을 돌리고 지나가는 도중 한 마리가 우리를 발견하여 쫓아와서 발톱으로 긁었다.
피가 조금 났지만 다행히 이 이상 쫓아오지 않고 돌아갔다.",
RNDEVT22_FAIL2DESC,"몬스터들이 설치한 함정은 너무 허술해서
함정이 걸리는 부분만 잘 피해서 지나간다면 해제하지 않고 재료를 챙겨서 지나갈 수 있을 것 같아
잘보고 지나가기로 했다
...
몬스터가 만든 함정은 허술하다고 생각했지만
정교한 부분도 있어서 함정에 걸렸지만 빠르게 탈출하는 데 성공했다.",
RNDEVT23_FAIL2DESC,"작은 몬스터이기 때문에 피할 수 있을 것 같다.
...
풀 숲 옆을 지나가려 하자 몬스터가 공격했다.
몬스터가 공격하는 순간에 피하는 데 성공 했지만 몬스터는 가방의 일부분의 상처를 내어 물건을 가져갔다.",
RNDEVT24_FAIL2DESC,,
RNDEVT25_FAIL2DESC,"조금 색이 이상하지만 충분히 마실 물인 것 같아 마시기로 했다.
...
물이 색이 이상한 건 다 이유가 있었다.
물을 마시자 속이 안좋아진다.",
RNDEVT26_FAIL2DESC,"길 위에 몬스터의 흔적은 언제 생겼는지 모르는 것이다.
조용히 지나간다면 몬스터들이 눈치채지 못하게 하고 지나갈 수 있을 것이다.
....
지나가던 도중에 바닥에 있는 나무를 밟아서 몬스터들에게 발각됐다!",
RNDEVT27_FAIL2DESC,,
RNDEVT28_FAIL2DESC,,
RNDEVT29_FAIL2DESC,,
RNDEVT30_FAIL2DESC,,
RNDEVT31_FAIL2DESC,"수풀을 뒤져보았지만 쓸만한 물건은 보이지 않았다.
더 이상 시간을 지체할 수 없어 길을 나섰다.",
RNDEVT32_FAIL2DESC,,
RNDEVT33_FAIL2DESC,,
RNDEVT34_FAIL2DESC,"역시 오래된 약초을 재료로 썼더니 만든 포션의 상태가 별로 좋지 않았다.
아쉽지만 길을 나섰다.",
RNDEVT35_FAIL2DESC,,
RNDEVT36_FAIL2DESC,,
RNDEVT37_FAIL2DESC,"나무 밑에서 비를 피하기로 했다.
나무 주변에는 작은 동물들이 비를 피하려고 모여있었다.
작은 동물들과 함께 나무 밑에서 비를 피하고 길을 나섰다.",
RNDEVT38_FAIL2DESC,"약초학자의 말대로 독 벌레일 수 있지만 벌레한테 물려서 부어오른 것일 수 있다.
그냥 지나가기로 했다. 길을 걷다 몸 상태가 점점 안 좋아진다. 아무래도 독 벌레였던 거 같다.
잠시 멈춰 치료하고 다시 길을 나섰다.",
RNDEVT39_FAIL2DESC,,
RNDEVT40_FAIL2DESC,,
RNDEVT1_SEL3NAME,,
RNDEVT2_SEL3NAME,,
RNDEVT3_SEL3NAME,,
RNDEVT4_SEL3NAME,,
RNDEVT5_SEL3NAME,,
RNDEVT6_SEL3NAME,,
RNDEVT7_SEL3NAME,,
RNDEVT8_SEL3NAME,,
RNDEVT9_SEL3NAME,,
RNDEVT10_SEL3NAME,,
RNDEVT11_SEL3NAME,지나간다.,
RNDEVT12_SEL3NAME,,
RNDEVT13_SEL3NAME,지나간다.,
RNDEVT14_SEL3NAME,,
RNDEVT15_SEL3NAME,,
RNDEVT16_SEL3NAME,,
RNDEVT17_SEL3NAME,,
RNDEVT18_SEL3NAME,지나간다.,
RNDEVT19_SEL3NAME,지나간다.,
RNDEVT20_SEL3NAME,,
RNDEVT21_SEL3NAME,,
RNDEVT22_SEL3NAME,함정을 피해 지나간다.,
RNDEVT23_SEL3NAME,,
RNDEVT24_SEL3NAME,,
RNDEVT25_SEL3NAME,,
RNDEVT26_SEL3NAME,,
RNDEVT27_SEL3NAME,,
RNDEVT28_SEL3NAME,,
RNDEVT29_SEL3NAME,,
RNDEVT30_SEL3NAME,,
RNDEVT31_SEL3NAME,지나간다.,
RNDEVT32_SEL3NAME,,
RNDEVT33_SEL3NAME,,
RNDEVT34_SEL3NAME,지나간다.,
RNDEVT35_SEL3NAME,,
RNDEVT36_SEL3NAME,,
RNDEVT37_SEL3NAME,그냥 간다.,
RNDEVT38_SEL3NAME,,
RNDEVT39_SEL3NAME,,
RNDEVT40_SEL3NAME,,
RNDEVT1_SUC3DESC,,
RNDEVT2_SUC3DESC,,
RNDEVT3_SUC3DESC,,
RNDEVT4_SUC3DESC,,
RNDEVT5_SUC3DESC,,
RNDEVT6_SUC3DESC,,
RNDEVT7_SUC3DESC,,
RNDEVT8_SUC3DESC,,
RNDEVT9_SUC3DESC,,
RNDEVT10_SUC3DESC,,
RNDEVT11_SUC3DESC,"지금은 먹을 것 이 충분해서 잡을 필요가 없을 것 같다.
길을 지나가자.",
RNDEVT12_SUC3DESC,,
RNDEVT13_SUC3DESC,랜턴 오일이 아쉽기는 하지만 지금은 여유가 있어서 괜찮을 것 같아 길을 나섰다.,
RNDEVT14_SUC3DESC,,
RNDEVT15_SUC3DESC,,
RNDEVT16_SUC3DESC,,
RNDEVT17_SUC3DESC,,
RNDEVT18_SUC3DESC,"달콤한 것도 먹을 수 있으면 좋지만....
벌들에게 공격당해서 앞으로 나아가지 못하면 마녀에게 잡힐꺼야
아쉽지만 다음에 시도해보자.",
RNDEVT19_SUC3DESC,"지금은 여유가 있으니 먹지 않아도 괜찮을 것 같다.
어서 지나가자.",
RNDEVT20_SUC3DESC,,
RNDEVT21_SUC3DESC,,
RNDEVT22_SUC3DESC,"함정에 있는 물건이 탐나긴 하지만
시간을 낭비할 수 없어 함정을 피해 지나가기로 했다.",
RNDEVT23_SUC3DESC,,
RNDEVT24_SUC3DESC,,
RNDEVT25_SUC3DESC,,
RNDEVT26_SUC3DESC,,
RNDEVT27_SUC3DESC,,
RNDEVT28_SUC3DESC,,
RNDEVT29_SUC3DESC,,
RNDEVT30_SUC3DESC,,
RNDEVT31_SUC3DESC,"주변을 둘러보거나 잠깐 연못에서 쉬어갈 여유는 없을 것 같다.
어서 숲을 탈출하자.",
RNDEVT32_SUC3DESC,,
RNDEVT33_SUC3DESC,,
RNDEVT34_SUC3DESC,"지금은 충분히 여유가 있으니
사람들이 지나간 흔적을 쫓아 길을 나섰다.",
RNDEVT35_SUC3DESC,,
RNDEVT36_SUC3DESC,,
RNDEVT37_SUC3DESC,"금방이라도 비가 내릴 것 같았지만 시간이 얼마 없어 지나가기로 했다.
다행히 비가 내리지 않아 별다른 일 없이 지나갈 수 있었다.",
RNDEVT38_SUC3DESC,,
RNDEVT39_SUC3DESC,,
RNDEVT40_SUC3DESC,,
RNDEVT1_FAIL3DESC,,
RNDEVT2_FAIL3DESC,,
RNDEVT3_FAIL3DESC,,
RNDEVT4_FAIL3DESC,,
RNDEVT5_FAIL3DESC,,
RNDEVT6_FAIL3DESC,,
RNDEVT7_FAIL3DESC,,
RNDEVT8_FAIL3DESC,,
RNDEVT9_FAIL3DESC,,
RNDEVT10_FAILDESC,,
RNDEVT11_FAIL3DESC,,
RNDEVT12_FAIL3DESC,,
RNDEVT13_FAIL3DESC,,
RNDEVT14_FAIL3DESC,,
RNDEVT15_FAIL3DESC,,
RNDEVT16_FAIL3DESC,,
RNDEVT17_FAIL3DESC,,
RNDEVT18_FAIL3DESC,,
RNDEVT19_FAIL3DESC,,
RNDEVT20_FAIL3DESC,,
RNDEVT21_FAIL3DESC,,
RNDEVT22_FAIL3DESC,,
RNDEVT23_FAIL3DESC,,
RNDEVT24_FAIL3DESC,,
RNDEVT25_FAIL3DESC,,
RNDEVT26_FAIL3DESC,,
RNDEVT27_FAIL3DESC,,
RNDEVT28_FAIL3DESC,,
RNDEVT29_FAIL3DESC,,
RNDEVT30_FAIL3DESC,,
RNDEVT31_FAIL3DESC,,
RNDEVT32_FAIL3DESC,,
RNDEVT33_FAIL3DESC,,
RNDEVT34_FAIL3DESC,,
RNDEVT35_FAIL3DESC,,
RNDEVT36_FAIL3DESC,,
RNDEVT37_FAIL3DESC,"금방이라도 비가 내릴 것 같았지만 시간이 얼마 없어 지나가기로 했다.
길을 나서자마자 비가 내렸고 옷이 젖어 몸이 무거워져 평소보다 더 힘든 걸음으로 길을 나섰다.",
RNDEVT38_FAIL3DESC,,
RNDEVT39_FAIL3DESC,,
RNDEVT40_FAIL3DESC,,
RNDEVT1_SUC1INFO,스태미나 소모 -5/쪽지 획득,
RNDEVT2_SUC1INFO,,
RNDEVT3_SUC1INFO,스태미나 회복 +10,
RNDEVT4_SUC1INFO,,
RNDEVT5_SUC1INFO,,
RNDEVT6_SUC1INFO,스태미나 소모 -5,
RNDEVT7_SUC1INFO,랜턴 게이지 소모 -1,
RNDEVT8_SUC1INFO,,
RNDEVT9_SUC1INFO,,
RNDEVT10_SUC1INFO,랜턴 게이지 소모 -1,
RNDEVT11_SUC1INFO,아이템 소모-화살,
RNDEVT12_SUC1INFO,,
RNDEVT13_SUC1INFO,체력 소모 -5,
RNDEVT14_SUC1INFO,스태미나 소모 -5/쪽지 획득,
RNDEVT15_SUC1INFO,랜턴 게이지 소모 -1/쪽지 획득,
RNDEVT16_SUC1INFO,체력 소모 -5/쪽지 획득,
RNDEVT17_SUC1INFO,랜턴 게이지 소모 -1,
RNDEVT18_SUC1INFO,스태미나 소모 -10,
RNDEVT19_SUC1INFO,랜턴 게이지 소모 -1,
RNDEVT20_SUC1INFO,1턴 소모,
RNDEVT21_SUC1INFO,아이템 소모 - 고기,
RNDEVT22_SUC1INFO,"1턴 소모
무작위 재료 획득",
RNDEVT23_SUC1INFO,랜턴 게이지 소모 -1,
RNDEVT24_SUC1INFO,"체력 소모 -5
쪽지 획득",
RNDEVT25_SUC1INFO,,
RNDEVT26_SUC1INFO,1턴 소모,
RNDEVT27_SUC1INFO,1턴 소모,
RNDEVT28_SUC1INFO,스태미나 소모 -5/요리재료 획득,
RNDEVT29_SUC1INFO,1턴 소모,
RNDEVT30_SUC1INFO,체력 회복 +10/스태미나 회복 +10,
RNDEVT31_SUC1INFO,스태미나 회복 +10,
RNDEVT32_SUC1INFO,"아이템 소모-화살/아이템 획득-쇠붙이
1턴 소모",
RNDEVT33_SUC1INFO,무작위 재료 획득,
RNDEVT34_SUC1INFO,아이템 획득-오일,
RNDEVT35_SUC1INFO,아이템 획득-포션,
RNDEVT36_SUC1INFO,스태미나 회복 +5,
RNDEVT37_SUC1INFO,1턴 소모,
RNDEVT38_SUC1INFO,1턴 소모,
RNDEVT39_SUC1INFO,스태미나 소모 -10/무작위 재료 획득,
RNDEVT40_SUC1INFO,아이템 소모-화살/아이템 획득-고기,
RNDEVT1_FAIL1INFO,스태미나 소모 -5,
RNDEVT2_FAIL1INFO,,
RNDEVT3_FAIL1INFO,,
RNDEVT4_FAIL1INFO,,
RNDEVT5_FAIL1INFO,,
RNDEVT6_FAIL1INFO,전투 시작,
RNDEVT7_FAIL1INFO,,
RNDEVT8_FAIL1INFO,,
RNDEVT9_FAIL1INFO,,
RNDEVT10_FAIL1INFO,"체력소모 -10
랜턴 게이지 소모 -1",
RNDEVT11_FAIL1INFO,아이템 소모-화살,
RNDEVT12_FAIL1INFO,,
RNDEVT13_FAIL1INFO,,
RNDEVT14_FAIL1INFO,스태미나 소모 - 5,
RNDEVT15_FAIL1INFO,랜턴 게이지 소모 -1,
RNDEVT16_FAIL1INFO,,
RNDEVT17_FAIL1INFO,,
RNDEVT18_FAIL1INFO,체력 소모 -10,
RNDEVT19_FAIL1INFO,,
RNDEVT20_FAIL1INFO,,
RNDEVT21_FAIL1INFO,,
RNDEVT22_FAIL1INFO,1턴 소모,
RNDEVT23_FAIL1INFO,,
RNDEVT24_FAIL1INFO,체력 소모 -5,
RNDEVT25_FAIL1INFO,,
RNDEVT26_FAIL1INFO,,
RNDEVT27_FAIL1INFO,1턴 소모,
RNDEVT28_FAIL1INFO,,
RNDEVT29_FAIL1INFO,1턴 소모,
RNDEVT30_FAIL1INFO,,
RNDEVT31_FAIL1INFO,,
RNDEVT32_FAIL1INFO,아이템 소모,
RNDEVT33_FAIL1INFO,,
RNDEVT34_FAIL1INFO,아이템 소모,
RNDEVT35_FAIL1INFO,1턴 소모,
RNDEVT36_FAIL1INFO,,
RNDEVT37_FAIL1INFO,,
RNDEVT38_FAIL1INFO,,
RNDEVT39_FAIL1INFO,무작위 재료 잃음,
RNDEVT40_FAIL1INFO,스태미나 소모 -10/아이템 소모-화살,
RNDEVT1_SUC2INFO,,
RNDEVT2_SUC2INFO,"스태미나 회복 +10
1턴 소모",
RNDEVT3_SUC2INFO,,
RNDEVT4_SUC2INFO,"스태미나 소모 -10/아이템 획득 씨앗,약초",
